Epoch Time,Open,High,Low,Close,Volume,Date (UTC),Time (UTC)
1606705200000,586.76,589.68,582.48,588.8,1092.03633722,2020-11-30,03:00:00
1606701600000,587.77,589.85,586.08,586.76,923.82528386,2020-11-30,02:00:00
1606698000000,588.46,593.0,583.9,587.77,581.89861686,2020-11-30,01:00:00
1606694400000,576.61,592.71,576.61,588.46,2225.34163892,2020-11-30,00:00:00
1606690800000,571.01,577.17,571.01,576.61,744.23584652,2020-11-29,23:00:00
1606687200000,566.36,572.71,563.9,571.01,595.452228,2020-11-29,22:00:00
1606683600000,557.31,569.89,557.31,566.36,868.21438397,2020-11-29,21:00:00
1606680000000,551.98,557.92,551.98,557.31,509.00003001,2020-11-29,20:00:00
1606676400000,554.54,555.51,551.71,551.98,343.54710878,2020-11-29,19:00:00
1606672800000,554.96,554.96,551.92,554.54,376.38951613,2020-11-29,18:00:00
1606669200000,554.62,557.19,553.09,554.96,299.87216702,2020-11-29,17:00:00
1606665600000,554.46,557.57,549.72,554.62,197.97231438,2020-11-29,16:00:00
1606662000000,553.03,555.84,550.9,554.46,487.97262335,2020-11-29,15:00:00
1606658400000,554.81,556.83,552.5,553.03,649.20208676,2020-11-29,14:00:00
1606654800000,552.21,554.86,550.77,554.81,488.232866,2020-11-29,13:00:00
1606651200000,552.65,553.86,547.83,552.21,566.47922395,2020-11-29,12:00:00
1606647600000,555.55,558.73,548.81,552.65,1915.844785,2020-11-29,11:00:00
1606644000000,551.37,555.55,549.4,555.55,404.61234185,2020-11-29,10:00:00
1606640400000,551.54,554.15,548.05,551.37,245.98539777,2020-11-29,09:00:00
1606636800000,542.04,552.02,541.3,551.54,230.26169251,2020-11-29,08:00:00
1606633200000,538.83,542.94,536.4,542.04,301.326143,2020-11-29,07:00:00
1606629600000,542.8,542.8,537.72,538.83,395.61708665,2020-11-29,06:00:00
1606626000000,539.78,542.8,538.65,542.8,930.03587366,2020-11-29,05:00:00
1606622400000,543.73,543.73,539.36,539.78,271.79021267,2020-11-29,04:00:00
1606618800000,540.85,545.0,540.33,543.73,723.17780405,2020-11-29,03:00:00
1606615200000,532.98,541.42,532.42,540.85,453.55162646,2020-11-29,02:00:00
1606611600000,537.17,538.41,531.35,532.98,211.25869344,2020-11-29,01:00:00
1606608000000,538.15,540.39,532.69,537.17,905.67700798,2020-11-29,00:00:00
1606604400000,542.54,545.7,535.82,538.15,1100.72665802,2020-11-28,23:00:00
